tag,patterns,responses,patterns_str,responses_str,patterns_tokens,responses_tokens,patterns_len,responses_len,Sentiment,Sentiment_Score,Sentiment_Label
casual,yeah,tell me more,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,['yeah'],"['tell', 'me', 'more']",1,3,0.0,0.0,neutral
something-else,i don't want to talk about this.,is there something else that you want to talk about?,I want to talk about something else Let's talk about something else. Can we not talk about this? I don't want to talk about this.,Okay sure. What do you want to talk about? Alright no problem. Is there something you want to talk about? Is there something else that you want to talk about?,"['i', 'dont', 'want', 'to', 'talk', 'about', 'this']","['is', 'there', 'something', 'else', 'that', 'you', 'want', 'to', 'talk', 'about']",7,10,0.0772,0.0772,positive
sleep,i have insominia,what do you think is the reason behind this?,I have insominia I am suffering from insomnia I can't sleep. I haven't slept for the last days. I can't seem to go to sleep. I haven't had proper sleep for the past few days.,What do you think is the reason behind this? That seem awful. What do you think is behind this?,"['i', 'have', 'insominia']","['what', 'do', 'you', 'think', 'is', 'the', 'reason', 'behind', 'this']",3,9,0.0,0.0,neutral
greeting,guten tag,hi there. what brings you here today?,Hi Hey Is anyone there? Hi there Hello Hey there Howdy Hola Bonjour Konnichiwa Guten tag Ola,Hello there. Tell me how are you feeling today? Hi there. What brings you here today? Hi there. How are you feeling today? Great to see you. How do you feel currently? Hello there. Glad to see you're back. What's going on in your world right now?,"['guten', 'tag']","['hi', 'there', 'what', 'brings', 'you', 'here', 'today']",2,7,0.0,0.0,neutral
default,financial problems,tell me more about it.,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.,"['financial', 'problems']","['tell', 'me', 'more', 'about', 'it']",2,5,0.0,0.0,neutral
fact-7,what is therapy?,therapy is a form of treatment that aims to help resolve mental or emotional issues. it is helpful for those with mental health conditions or even everyday life challenges.,What is therapy? Do i need therapy? Who is therapy for?,Therapy is a form of treatment that aims to help resolve mental or emotional issues. Therapy is a form of treatment that aims to help resolve mental or emotional issues. It is helpful for those with mental health conditions or even everyday life challenges.,"['what', 'is', 'therapy']","['therapy', 'is', 'a', 'form', 'of', 'treatment', 'that', 'aims', 'to', 'help', 'resolve', 'mental', 'or', 'emotional', 'issues', 'it', 'is', 'helpful', 'for', 'those', 'with', 'mental', 'health', 'conditions', 'or', 'even', 'everyday', 'life', 'challenges']",3,29,0.8402,0.8402,positive
default,relationship,tell me more about it.,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.,['relationship'],"['tell', 'me', 'more', 'about', 'it']",1,5,0.0,0.0,neutral
depressed,i have depression,"sometimes when we are depressed, it is hard to care about anything. it can be hard to do the simplest of things. give yourself time to heal.",I can't take it anymore I am so depressed I think i'm depressed. I have depression,"It helps to talk about what's happening. You're going to be okay Talk to me. Tell me more. It helps if you open up yourself to someone else. Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.","['i', 'have', 'depression']","['sometimes', 'when', 'we', 'are', 'depressed', 'it', 'is', 'hard', 'to', 'care', 'about', 'anything', 'it', 'can', 'be', 'hard', 'to', 'do', 'the', 'simplest', 'of', 'things', 'give', 'yourself', 'time', 'to', 'heal']",3,27,-0.2263,-0.2263,negative
thanks,that's helpful,happy to help!,Thanks Thank you That's helpful Thanks for the help Than you very much,Happy to help! Any time! My pleasure You're most welcome!,"['thats', 'helpful']","['happy', 'to', 'help']",2,3,0.7712,0.7712,positive
fact-13,what should i do if i know someone who appears to have the symptoms of a mental disorder?,"although pandora cannot substitute for professional advice, we encourage those with symptoms to talk to their friends and family members and seek the counsel of a mental health professional. the sooner the mental health condition is identified and treated, the sooner they can get on the path to recovery. if you know someone who is having problems, don't assume that the issue will resolve itself. let them know that you care about them, and that there are treatment options available that will help them heal. speak with a mental health professional or counselor if you think your friend or family member is experiencing the symptoms of a mental health condition. if the affected loved one knows that you support them, they will be more likely to seek out help.",What should I do if I know someone who appears to have the symptoms of a mental disorder?,"Although Pandora cannot substitute for professional advice, we encourage those with symptoms to talk to their friends and family members and seek the counsel of a mental health professional. The sooner the mental health condition is identified and treated, the sooner they can get on the path to recovery. If you know someone who is having problems, don't assume that the issue will resolve itself. Let them know that you care about them, and that there are treatment options available that will help them heal. Speak with a mental health professional or counselor if you think your friend or family member is experiencing the symptoms of a mental health condition. If the affected loved one knows that you support them, they will be more likely to seek out help.","['what', 'should', 'i', 'do', 'if', 'i', 'know', 'someone', 'who', 'appears', 'to', 'have', 'the', 'symptoms', 'of', 'a', 'mental', 'disorder']","['although', 'pandora', 'can', 'not', 'substitute', 'for', 'professional', 'advice', 'we', 'encourage', 'those', 'with', 'symptoms', 'to', 'talk', 'to', 'their', 'friends', 'and', 'family', 'members', 'and', 'seek', 'the', 'counsel', 'of', 'a', 'mental', 'health', 'professional', 'the', 'sooner', 'the', 'mental', 'health', 'condition', 'is', 'identified', 'and', 'treated', 'the', 'sooner', 'they', 'can', 'get', 'on', 'the', 'path', 'to', 'recovery', 'if', 'you', 'know', 'someone', 'who', 'is', 'having', 'problems', 'dont', 'assume', 'that', 'the', 'issue', 'will', 'resolve', 'itself', 'let', 'them', 'know', 'that', 'you', 'care', 'about', 'them', 'and', 'that', 'there', 'are', 'treatment', 'options', 'available', 'that', 'will', 'help', 'them', 'heal', 'speak', 'with', 'a', 'mental', 'health', 'professional', 'or', 'counselor', 'if', 'you', 'think', 'your', 'friend', 'or', 'family', 'member', 'is', 'experiencing', 'the', 'symptoms', 'of', 'a', 'mental', 'health', 'condition', 'if', 'the', 'affected', 'loved', 'one', 'knows', 'that', 'you', 'support', 'them', 'they', 'will', 'be', 'more', 'likely', 'to', 'seek', 'out', 'help']",18,130,0.9723,0.9723,positive
stressed,i feel stuck,i am sorry to hear that. what is the reason behind this?,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?,"['i', 'feel', 'stuck']","['i', 'am', 'sorry', 'to', 'hear', 'that', 'what', 'is', 'the', 'reason', 'behind', 'this']",3,12,-0.0772,-0.0772,negative
default,girlfriend,oh okay. why don't you tell me more about it?,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.,['girlfriend'],"['oh', 'okay', 'why', 'dont', 'you', 'tell', 'me', 'more', 'about', 'it']",1,10,0.2263,0.2263,positive
fact-18,how can i find a mental health professional right for my child or myself?,feeling comfortable with the professional you or your child is working with is critical to the success of your treatment. finding the professional who best fits your needs may require some research.,How can I find a mental health professional right for my child or myself?,Feeling comfortable with the professional you or your child is working with is critical to the success of your treatment. Finding the professional who best fits your needs may require some research.,"['how', 'can', 'i', 'find', 'a', 'mental', 'health', 'professional', 'right', 'for', 'my', 'child', 'or', 'myself']","['feeling', 'comfortable', 'with', 'the', 'professional', 'you', 'or', 'your', 'child', 'is', 'working', 'with', 'is', 'critical', 'to', 'the', 'success', 'of', 'your', 'treatment', 'finding', 'the', 'professional', 'who', 'best', 'fits', 'your', 'needs', 'may', 'require', 'some', 'research']",14,32,0.886,0.886,positive
thanks,than you very much,my pleasure,Thanks Thank you That's helpful Thanks for the help Than you very much,Happy to help! Any time! My pleasure You're most welcome!,"['than', 'you', 'very', 'much']","['my', 'pleasure']",4,2,0.5719,0.5719,positive
casual,yes,i'm listening. please go on.,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,['yes'],"['im', 'listening', 'please', 'go', 'on']",1,5,0.3182,0.3182,positive
casual,okay,how were you feeling last week?,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,['okay'],"['how', 'were', 'you', 'feeling', 'last', 'week']",1,6,0.128,0.128,positive
casual,yeah,can you elaborate on that?,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,['yeah'],"['can', 'you', 'elaborate', 'on', 'that']",1,5,0.0,0.0,neutral
goodbye,see you later,see you later.,Bye See you later Goodbye Au revoir Sayonara ok bye Bye then Fare thee well,See you later. Have a nice day. Bye! Come back again. I'll see you soon.,"['see', 'you', 'later']","['see', 'you', 'later']",3,3,0.0,0.0,neutral
